Date,User,Number of likes,Tweeted from,Tweets
2022-10-31 11:58:59+00:00,dazevans74,0,Twitter for iPhone,@BritishAlba @RishiSunak @PoppyLegion You can claim asylum anywhere. That is not a crime. That claim must be processed. Our system is broken because the people you bow and scrape to underfund public services. It has increased since Brexit. You won. Own it.
2022-10-31 11:58:58+00:00,Cusstard,0,Twitter for iPhone,@Gmanuk101 @Baconsarni1 @rodbishop15 @SuellaBraverman @RishiSunak @Conservatives @10DowningStreet @DominicRaab Only we all know that’s not true ! Some hotel owners have refused to cooperate . https://t.co/PfjxeB7Los
2022-10-31 11:58:57+00:00,ChrisP983,0,Twitter for Android,"@RishiSunak @PoppyLegion AHH yes, during a cost of living crisis it seems only right for the government to ask the people to pay for things that you should be providing as a basic human right."
2022-10-31 11:58:52+00:00,robsvic,0,Twitter for iPhone,@SuellaBraverman #resign or @RishiSunak #SackHer
2022-10-31 11:58:51+00:00,laurab2403,0,Twitter for iPhone,@RishiSunak @PoppyLegion Sorry. Can’t afford it. We’ve got energy company profits to bolster…maybe you could give generously out of your family’s extortionate wealth? 🤔
2022-10-31 11:58:49+00:00,SilverBackOmi,0,Twitter Web App,"@trussliz @RishiSunak Did you blow up Nord Stream 2 Liz? #Nordstream2 
https://t.co/XDYhzACEdB"
2022-10-31 11:58:48+00:00,moores_mel,0,Twitter for iPhone,"@RishiSunak @PoppyLegion Who’s is the pooch ? If this is his pooch I like him even more , my mum always said always trust a guy who loves animals never trust a guy who doesn’t 🤷🏼‍♀️😂"
2022-10-31 11:58:44+00:00,Asvpr19,0,Twitter Web App,@Simon4NDorset @RishiSunak Keep dreaming...
2022-10-31 11:58:44+00:00,SAINT0651,1,Twitter for iPhone,"@Steven_Swinford @DanielaNadj Power of privilege that was misused,it is a breached of ministerial code &amp; is sackable.Rishi said he believes in integrity &amp; professionalism,If that daughter of an immigrant sent emails from govt email 2 her private email,is not integrity or professionalism.Sack her  fishy rishi"
2022-10-31 11:58:41+00:00,infhonext,0,Twitter for Android,"@RishiSunak @LulaOficial I'm Brazilian and most Brazilians know that the elections were rigged, the people are already in the streets and want to reverse what happened at the polls"
2022-10-31 11:58:41+00:00,thetimes,1,Twitter Web App,Should Rishi Sunak attend Cop27?
2022-10-31 11:58:39+00:00,derekdavorn,0,Twitter for Android,@FactsReason @RishiSunak @LulaOficial https://t.co/C7p6R0gKRb
2022-10-31 11:58:38+00:00,JonathanSALytle,0,Twitter for iPhone,@GBNEWS I’m your biggest fan as you know!I’m sick &amp; tired of media pulling down the #BritishGovernment and should be backing strategies not criticising. Perhaps we could have more positivity for what @SuellaBraverman  @RishiSunak are doing pls and let’s boost this great country!!
2022-10-31 11:58:37+00:00,LilianCZ72,0,Twitter Web App,@RishiSunak @LulaOficial ❤️🌹
2022-10-31 11:58:36+00:00,LikhonGhosh10,0,Twitter for Android,@narendramodi @RishiSunak 🔥❤️🥰
2022-10-31 11:58:29+00:00,kundan66409646,0,WordPress.com,Ranbir Kapoor says no to remakes of dad Rishi Kapoor’s movies https://t.co/Gmd0WH0ToW
2022-10-31 11:58:27+00:00,Sherara19,0,Twitter Web App,@RishiSunak @PoppyLegion What did you give?
2022-10-31 11:58:27+00:00,KickAssGirl62,0,Twitter for Android,"@RishiSunak
@bernardjenkin @Tobias_Ellwood @theresa_may @Keir_Starmer @DavidLammy @YvetteCooperMP
The Tories stand for casual racism. They sanction it, even though race crimes have hit a record 100k they say it doesn't exist. This is little Brexit Britain!
https://t.co/eUcr8z0W1z"
2022-10-31 11:58:26+00:00,JudgeharrisMick,1,Twitter for Android,@Parody_PM @RishiSunak @LulaOficial He would not know. Rigged again by the WEF
2022-10-31 11:58:24+00:00,GUNAL64741026,0,Twitter Web App,"@Socialtweetple @RKRadhakrishn wait, they will even question rishi sunak too"
2022-10-31 11:58:23+00:00,AtsbhaMerhawit1,0,Twitter for Android,"The IC must stop the ongoing ethnic cleaning by the Amhara forces in #SouthernTigray IC ACT&amp;Stop the omging massacre . 

@UNOSAPG @hrw @Amnesty @UNHumanRightsEU @SecBlinken @JosepBorrellF @antonioguterres @RishiSunak #TigrayUnderAttack

 #EritreaOutOfTigray #EndTigrayGenocide @Gt https://t.co/md0zgmT9yZ"
2022-10-31 11:58:22+00:00,A_Rockas,0,Twitter Web App,"Considering @ZelenskyyUa that @ParliamentUA is 80% Jewish , how did you allow  `A torchlight march on Bandera’s birthday, Kiev January 1 2017 commemorations marchers chanted “Jews Out!”
@volker_turk @bbcworldservice @Ft @TheEconomist @SecBlinken @RishiSunak @oleksiireznikov @nato https://t.co/g7BV7tzvhc"
2022-10-31 11:58:20+00:00,NormanR95218467,0,Twitter for iPad,@AlStewartOBE @RishiSunak Self interests look at me moment like the rest of them.
2022-10-31 11:58:19+00:00,Nicola16098255,0,Twitter for Android,@RishiSunak @PoppyLegion With what money? After what @Conservatives have done to our economy. Why don't you @RishiSunak put a couple of million in. A true real supporter of @PoppyLegion #RoyalBritishLegion #PoppyAppeal My family fought and died for this Country @RishiSunak you married money 🤬🤬🤬🤬🤬🤬
2022-10-31 11:58:16+00:00,tradgett,0,Twitter for iPhone,Are you proud of this @RishiSunak ? https://t.co/jNqi963rN8
2022-10-31 11:58:13+00:00,Nobbie2020,0,Twitter for iPhone,@RishiSunak @PoppyLegion Yes we the British always give generously.  Why is it we are always treated second class. Just come from a house where there is no heating on due to cost past a migrant hotel having food delivered and do they pay anything ?
2022-10-31 11:58:11+00:00,Monasosh,3,Twitter for Android,"FREE ALAA BEFORE COP27 

#FreeAlaa #Cop27 #Egypt 
@AlsisiOfficial @MfaEgypt
@RishiSunak @JamesCleverly @FCDOGovUK @UKinEgypt

https://t.co/6sgfHXTK2S"
2022-10-31 11:57:59+00:00,Liteshbobade,0,Twitter for Android,"@ActivistSandeep Bhartiya mul aur Bhartiya nagrik me difference hai bhai,, aur rishi PM bane ya kuchh, apna kya achha krne wala hai."
2022-10-31 11:57:53+00:00,khristian4000,0,Twitter Web App,"@AlStewartOBE @RishiSunak End of the day more needs to be done regarding the climate and enviroment, but not enough is sadly. But profits will always make some turn a blind eye, damning thing is some of those in positions of power to do more just don't care. It's the next generations I worry about."
2022-10-31 11:57:51+00:00,celtickatty,2,Twitter Web App,"😮😮A childish, thoroughly incompetent woman. I hope she goes very soon. Maybe Rishi appointer her because he knew she would mess up? Sly Rishi! :) #SuellaBravermanOut #SuellaBraverman #RishiSunak https://t.co/7XzR4nYdLO"
2022-10-31 11:57:49+00:00,SAH_Rowan,0,Twitter for iPad,@Pdc1956Peter @RishiSunak @Keir_Starmer I would hope he will be putting his mind to stopping the criminal damage to the MI5 building The Bank if England and the Home Office right now.
2022-10-31 11:57:49+00:00,gavingks,1,Twitter Web App,"@camrobeil @NZblanc @StevenD68623719 @Steve_UK_ @NicolaSturgeon @theSNP @RishiSunak @ScotGovFM Tragic... If you want Scotland represented in the UK, vote for a UK party and not the hateful racist @theSNP #AntiSNP"
2022-10-31 11:57:45+00:00,AndyGraysdouble,1,Twitter for iPad,@SuellaBraverman Hope Rishi is giving you infrastructure support
2022-10-31 11:57:42+00:00,carefreecj1872,1,Twitter for Android,@1872RCK @AlStewartOBE @xlavadadiers @RishiSunak And this is why they should no longer be on power. GE is the only way to end their mess. Bumbling from one scandal to another.
2022-10-31 11:57:41+00:00,Alex_Kingdom76,0,Twitter for iPhone,"@MartinSLewis Got my £66 today, don’t need it at all and will likely just spend it on Deliveroo. Have a word with Rishi and get them to only give to working class otherwise it’s a waste."
2022-10-31 11:57:41+00:00,Phoenixrisen15,0,Twitter for Android,"@MahyarTousi Just a guess, but l don't think they have any intention of stopping them @RishiSunak @SuellaBraverman ....."
2022-10-31 11:57:38+00:00,ChrisP983,0,Twitter for Android,"@Clasc_Ch @RishiSunak @PoppyLegion You absolutely do not speak on our behalf, especially not mine."
2022-10-31 11:57:36+00:00,akcrisp,0,Twitter for iPhone,@drewsparkley @kitchentowel @andrealeadsom @michaelgove @RishiSunak Autopilots work in bad weather - trains aren’t immune from that either -leaves on line etc
2022-10-31 11:57:36+00:00,sutty56,0,Twitter for iPhone,@DrHoenderkamp @Tracey68979327 @RishiSunak What a coward he is
2022-10-31 11:57:33+00:00,wonky1961,0,Twitter for Android,"We used to get guaranteed GP appointments in 2 days, now @SteveBarclay &amp; @RishiSunak are telling our GPs to do more with less. It’s time for a fully resourced NHS. #SaveOurNHS by adding your name to the petition: https://t.co/eSTdOTcuv7"
2022-10-31 11:57:27+00:00,BharataPutran,1,Twitter for Android,@Acheron59 Yeah. That guy has been after Hindus since Rishi Sunak became his PM 😂
2022-10-31 11:57:22+00:00,CaptainAle88,0,Twitter for Android,@LenzoToggz @rodbishop15 @Mioewing @RishiSunak @SuellaBraverman Which room would that be?
2022-10-31 11:57:20+00:00,ashokvijaygupta,0,Twitter for iPhone,…Guru of Rishi Sardar Patel Dayand Saraswati..got Gian at Morbi…what…sad tragedy.. https://t.co/sOmDw0MTfF
2022-10-31 11:57:19+00:00,SpaSpa28804328,0,Twitter Web App,"@abdulrahim7i2 @RishiSunak @PoppyLegion you can have him, we don't want the lazy corrupt drunken twat. https://t.co/Wx0ukCcoW4"
2022-10-31 11:57:18+00:00,Elpoliticonews,0,El Politico Automation,"Más allá de la noticia: Rishi Sunak tendrá que afrontar un alto malestar socioeconómico y la impopularidad de su propio partido 🔗
https://t.co/ndrq5USQuA"
2022-10-31 11:57:17+00:00,RedCrits,0,Twitter for Android,@RishiSunak @PoppyLegion I pay my taxes and we live in a society. Why the hell isn't the state looking after our veterans. Literally everyone agrees on this point so why does it take charity stepping in
2022-10-31 11:57:14+00:00,TerryCoghlan1,0,Twitter for Android,@Milkman1878Mal @RishiSunak Of course she is Conservative isn't she https://t.co/vy1CihzYiP
2022-10-31 11:57:14+00:00,AtsbhaMerhawit1,1,Twitter for Android,"Report show Ethiopian &amp; Eritrean &amp; #Amhara troops carried out grisly massacres,gang-raped &amp; tortured women &amp; looting in #Adwa ,Shire whereas is  the IC ?#EUActNow @ItalyMFA @WFP @EU_Commission @francediplo_EN  @USUN @SecBlinken @RishiSunak #TigrayUnderAttack #EritreaOutOfTigray https://t.co/KKMmbZOPjm"
2022-10-31 11:57:11+00:00,andypcraig,0,Twitter Web App,@TuaneCCM @gllnkk @RishiSunak @LulaOficial Sim vamos comparar.. Pq Petrobras virou a empresa com mais divida do mundo - 100 Bilhoes de dolares... Onde foi esse dinheiro ? Para salvar Amazonas ? Salvar o povo ? Nada.. na bolsa da Lula e os amigos dele...
2022-10-31 11:57:09+00:00,frankgwest,1,Twitter for iPad,"@Michael30846918 @Conservatives @RishiSunak 😊 A nightmare for the rest of us - 
Including the Tory Party 
#LeakySue"
2022-10-31 11:57:08+00:00,firatdeemir,0,Twitter Web App,"Lula'yı tanımam etmem ama Macron'undan Biden'ına, Rishi'sinden Scholz'una herkesin elinde tuzlukla tebrik yarışına girmesi fena kıllandırdı beni. Kasımpaşalı Führer'in sessiz kalması ve Bolsonaro'nun artık bir ülke yönetmemesi konunun şimdilik olumlu tarafları."
2022-10-31 11:57:04+00:00,tazzzer646,0,Twitter for iPhone,@RishiSunak @LulaOficial Yep Brazil more democratic than U.K. since it’s leader is actually elected
2022-10-31 11:57:04+00:00,NigelBull6,0,Twitter for Android,"@AngelaRayner Probably working, unlike you. You seem to spend most of your day on twitter, do you actually do anything other than stir the pot ? Anyway, I can't remember hearing that she was accountable to you, I thought her boss was Rishi ?"
2022-10-31 11:57:03+00:00,Nikunj4265758,0,Twitter for iPhone,@abdulrahim7i2 @RishiSunak @PoppyLegion To bring back boozing back!😯
2022-10-31 11:57:03+00:00,ljonesljones14,0,Twitter Web App,"@sandieshoes Our Governments are Pathetic.
@10DowningStreet  @SuellaBraverman @RishiSunak @BWallaceMP 
No control, left hand does not know what the right hand is doing.
Civil servants not following orders from Government if they do not like them. Utter disgrace.
And who suffers us the people."
2022-10-31 11:57:02+00:00,BritishAlba,0,Twitter Web App,"@dazevans74 @RishiSunak @PoppyLegion 1) because its a crime to enter the UK without leave in violation of Section 24 of the Immigration Act 1971

2) A centre in calais solves nothing, if claims rejected, illegal crossings will still happened

3) Many things cost less than 7 mil a day

4) coz we need new legislation"
2022-10-31 11:57:02+00:00,davidheff,0,Twitter for Android,"@simonfell I notice that you mentioned three times that Rishi Sunak was elected PM. Well, you should correct the record. He wasn't elected.

I wonder if the party sent out communication advice for you all asking for you to use that word wherever possible."
2022-10-31 11:57:00+00:00,jessjephcott,0,Twitter Web App,"@GBNEWS To what end? This climate catastrophe thing is an industry. It has achieved nothing. The scientists don't even agree that there is a catastrophe. What a waste of time, energy, fossil fuel resources and money. Stay home Rishi."
2022-10-31 11:57:00+00:00,MaraReyLeyes1,0,Twitter for iPhone,@RishiSunak @LulaOficial WITHOUT THE MAFIA!!
2022-10-31 11:56:59+00:00,M4dkurd,0,Twitter for iPhone,@JamesMelville So I think the only way is to topple those corrupt politicians I start with Rishi
2022-10-31 11:56:56+00:00,leedsandcurry,0,Twitter for iPhone,"@AlStewartOBE @RishiSunak Ohhhh off the top of my head, a voice to put pressure on the biggest polluters in order to save the planet 🤷‍♂️ you really that dull Mr Stewart?"
2022-10-31 11:56:53+00:00,SkyNews,20,Wildmoka,"BREAKING: Home Secretary Suella Braverman has written to the Home Affairs Select Committee Chair to address issues relating to her resignation prior to being reappointed by Prime Minister Rishi Sunak

Latest 👉 https://t.co/jUh3qMgZ1n

📺 Sky 501 and YouTube https://t.co/eTSwtHSjSu"
2022-10-31 11:56:53+00:00,TwitrHeretic,0,Twitter for Android,"#Conservatives @Conservatives
 stop apologizing to bad faith media @RishiSunak
#NeverApologize to media for latest mass hysteria engineering
https://t.co/EAWs8k8QJI"
2022-10-31 11:56:50+00:00,Danno1731,0,Twitter for Android,@RishiSunak @LulaOficial Jog on Tom Thumb
2022-10-31 11:56:49+00:00,STREETRADIOweb,0,SAM Broadcaster Song Info,Rishi K - Rishi K - No Signal (Original Mix)
2022-10-31 11:56:48+00:00,asmanorth,0,Twitter for iPhone,"Which “own” citizens is it not putting first?
Actually first Tory leaders, then donors, then cronies, then…… Yes embarrassing that it refuses to treat the most vulnerable like humans, feed its children and staff its NHS @RishiSunak @SuellaBraverman @Conservatives https://t.co/HCLSDU1tUt"
2022-10-31 11:56:46+00:00,69S_Jiaaaagg,0,Twitter for iPhone,"@RishiSunak @PoppyLegion If only the government were as generous to veterans as they are to the daily boatloads of ‘gimmegrants’
With all your wealth, don’t dare tell me to ‘give generously’
#RishiTheSnake 🐍"
2022-10-31 11:56:43+00:00,DestinasjonN,0,IFTTT,"Rishi Sunak to target 'woke' policing, end arrests over social media posts"
2022-10-31 11:56:40+00:00,BrianNights01,0,Twitter for Android,@AlStewartOBE @RishiSunak https://t.co/g8goUJ7DQn
2022-10-31 11:56:31+00:00,SandraWeiWei1,0,Twitter Web App,"@RishiSunak @PoppyLegion What´s wrong with UK? I hardly see a non white spanish politicians, not in any public office like tax office, police officer or hospital either."
2022-10-31 11:56:30+00:00,T21Jan,0,Twitter Web App,"THIS scenario is mindblowing!  Wake Up! @RishiSunak @SuellaBraverman @DominicRaab  The longer this ""invasion"" of illegal migrants goes on the higher tensions will rise!  As a country we cannot hope to integrate such large numbers - ever!
@BorisJohnson @Jacob_Rees_Mogg @MPIainDS https://t.co/tF4qId0MPt"
2022-10-31 11:56:30+00:00,ZafuDiamond,0,Twitter for Android,"@RishiSunak @PoppyLegion Virtue signalling isn't going to help you at the moment, Mr Sunak."
2022-10-31 11:56:29+00:00,programmer_00P,0,Twitter for iPhone,@rishibagree What’s your view on this decision Rishi Da?
2022-10-31 11:56:29+00:00,KrokoszPriscila,0,Twitter for Android,@GANDRADE007 @SimFenix @RishiSunak @LulaOficial Thanks!
